"BRAND_NAME","REVIEW_CONTENT","REVIEW_RATING","REVIEWER_INFO","PURCHASE_TAG","REVIEW_ADDITIONAL_INFO","REVIEW_DATE","REVIEW_ID"
토니모리,"온 가족이 다 사용해서 세일때마다 쟁여놔요 가성비템이에요",4,"복합성, 웜톤, 잡티",재구매,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-01 00:00:00.000,255808942
토니모리,"피부화장하기전에 3겹정도 토너 흡수시켜주면 잘 먹어요.. 가격대비 넘 만족스러워요 굿",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,260577090
토니모리,"몇년째 사용하는 제 최애 토너입니다 너무 ㅁ물토너도 아니고 적당히 점성도 잇고",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-05 00:00:00.000,260577091
토니모리,"두통째 쓰고있어요! 대용량이라 듬뿍 쓰기에도 좋고 듬뿍 얹는 만큼 촉촉해져용",5,,재구매,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-04 00:00:00.000,260577092
토니모리,"한 달 이상 사용해 보니 여드름도 안나고 피부 결도 좋아졌어요 저렴하게 구매 했습니다",3,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-01 00:00:00.000,255746949
토니모리,"인터넷보다
올리브영할인할때가더싸요.
순하고닦토로사용중입니다",5,,재구매,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-01 00:00:00.000,255996635
토니모리,"진짜 몇년을 쓰고 있는 제품인지 모르겠어요 가성비는 물론이고 향도 좋고 보습력도 좋은 제품이라 건성인 저에게는 꽤 만족스러운 제품입니다!",5,,재구매,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-01 00:00:00.000,255996657
토니모리,"본품 외 작은사이즈가 포함된 구성이라 좋아요. 대용량이라 토너팩으로 최고에요.",5,복합성,재구매,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-01 00:00:00.000,255996673
토니모리,"유튜버 아즐님 보고 구매했는데 좋아요
냄새는 조금 별로에요",3,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-01 00:00:00.000,255996725
토니모리,"대용량 제품으로 겨울철 부담없이 사용할수 있어서 너무 만족중이에요!",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-01 00:00:00.000,255996946
토니모리,"용량도 많은데다가 제품도 좋아서 너무 잘쓰고 있어요
가볍게 토너로 찹찹 여러번 발라줄 수 있어서 좋고 수분 잘 채워줍니닽",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-02 00:00:00.000,256653167
토니모리,"일반 토너보다 쫀쫀한 느낌이 있네요
수분감을 채워주는 느낌입니다",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-02 00:00:00.000,256653181
토니모리,"요새 피부장벽이 약해진것 같아서 이것저것 알아보다가 세라마이드 성분이 피부 장벽에 좋다길래 찾아봤는데 토니모리 모찌토너가 세라아미드가 많이 들어간 토너라서 써봤는데 용량도 아주 많고 자극도 없는 순한편이라 민감성 피부가 쓰기에도 좋을 것 같고 제형 자체가 약간 도톰한 편이라서 보습감도 좋아요. 향은 밀키스같은 향이 나서 기분 좋게 쓸 수 있어요. 가성비 좋은 토너입니다.",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-04 00:00:00.000,260139125
토니모리,"세라마이드 모찌 토너 막 쓰기 완전 좋고 양도 많아서 쓰기 좋아요 데일리로 굿굿",5,,,"{""피부타입"":""지성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,261645766
토니모리,"세일 때 구매하고 나서 지금까지 꾸준히 잘 사용하고 있는 제품입니다! 바르고 나면 뭔가 피부가 쫀쫀해져서 좋았어요",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,261645767
토니모리,"평소에 사용해보고 싶었는데 세일하길래 구매했습니다 건성인데 겨울에 쓰기 좋아요",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-05 00:00:00.000,261645768
토니모리,"항상 구비해놓고 사용하고 있어요 ㅋㅋ 손이 자주가는 아이에용",5,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-05 00:00:00.000,261645770
토니모리,"양이.진짜 많아서 일년 내내쓸거 겉아요
건성한테 좋아요.",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-06 00:00:00.000,262922707
토니모리,"이건 벌써 3번째인가 4번째 구매인데요 촉촉하고 가성비 좋고 나무랄데 없는 제품입니다",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,262922730
토니모리,"저렴하게 쓰기 좋아요
좋은건 모르겠네요 ㅎㅎ 그냥 쓰는중 ~^%",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-02 00:00:00.000,257537611
토니모리,"정말 닦토든 흡토든 되게 좋아요 !
전 10통째 사용중입니다 ㅎㅎ",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-02 00:00:00.000,257537826
토니모리,"가볍게 나이트 케어로 토너팩 할려고 구매했는데 순해서 자극없이 사용하기 좋고 용량도 많아서 아까면서 사용하지 않아도 되서 넘 좋아용",5,,,"{""피부타입"":""지성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,262416295
토니모리,"겨울이라 건조해서 구매했는데 용량 대비 진짜 저렴해요..ㅎㅎ",5,"복합성, 봄웜톤, 각질, 모공",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,262416303
토니모리,"딱히 좋은지 모르겠습니다
흡수도 애매하고 성능도 모르겠습니다",3,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-02 00:00:00.000,257645154
토니모리,"갓성비 토너! 용량도 많구 가격도 너무 저럄해서 좋어용 촉촉",5,"지성, 쿨톤, 각질, 모공",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-02 00:00:00.000,257645156
토니모리,"피부에 닿을때는 굉장히 물같이 잘 흡수되는 제형인데 다 흡수된 후에 굉장히 촉촉쫀득해서 잘 쓸것같아요 뭣보다 양이 진짜 많은데 싸길래 막 쓸려구 제품력 기대를 딱히 하진 않았거든요? 근데 좋아서 굳굳",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,263349496
토니모리,"화장 전에 발라주고 있는데 진짜 화잘먹 템이에요 보습감도 있고 피부가 되게 쫀쫀해지는 느낌",5,"복합성, 봄웜톤, 다크서클, 블랙헤드",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""주름/미백에 좋아요"",""자극도"":""보통이에요""}",2025-01-06 00:00:00.000,263350035
토니모리,"친구와 칭구의친구에게 추천받아서 2통째 쓰고 있는 토너 순하고 피부가 모찌모찌해져요!!",5,,재구매,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,263350588
토니모리,"무난무난한 토너라 가성비로 쓰기 좋아요. 쫀쫀해서 겨울철에도 쓸 수있어요.",5,"지성, 웜톤, 미백",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-06 00:00:00.000,263350603
토니모리,"크림토너같이 이거만 바르먼 쫀쫀하고 그냥 정착햇습니다..",5,복합성,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-05 00:00:00.000,261721996
토니모리,"건성 분들이 쓰시기에 진짜 좋아요! 또 쓰고 나면 피부가 완전 애기 피부같이 보들보들해지고 완전 짱짱",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,261722120
토니모리,"뭔가 이거 쓰고나면 진짜로 모찌가 되는기분입니당 냄새도 좋고 순해서 깔끔하게 쓰기 좋어용",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-05 00:00:00.000,261722121
토니모리,"바른다고 햐도 막 촉촉하진 않은 것 같아요 약간 수분감이 아쉽고 보습도 그냥그런 느낌?",4,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-15 00:00:00.000,276582141
토니모리,"진정도 되고 몇번 레이어링 해주면 피부 쫀쫀해짐 근데 딱 발랐을때 엄청 쫀쫀하게 바릴ㄹ 줄 알았는데 ㅠ 생각보다 물로 발림",5,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-07 00:00:00.000,264547805
토니모리,"냄새도 상큼하니 좋고 제형도 쫀쫀해서 좋아요
대용량이라 토너팩하기에 딱임
어떤 효과가 좋다고 콕찝어서 말하긴 어려운데 진정 효과를 가장 많이 느끼긴 햇어요
그냥 막 쓰기 좋은 토너..? 꾸준히 쓰면 피부 좋아져용",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-10 00:00:00.000,268966078
토니모리,"모찌토너답게 정말 화장 잘 먹는 것 같아요! 사계절 내내 유용하게 쓰일 것 같습니다 용량도 완전 짐승용량임",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-10 00:00:00.000,269259507
토니모리,"순하면서 쫀쫀하게 발려서 겨울에 필수템이에요! 건조한 날씨엔 이것만 써요",5,"지성, 봄웜톤, 각질, 다크서클",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-15 00:00:00.000,277320832
토니모리,"이거 처음사용해봤는데 그냥 발라도 흡수가 잘되더라구요! 완전 촉촉!!",5,"지성, 웜톤, 모공, 민감성",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-10 00:00:00.000,269259459
토니모리,"순하고 촉촉하고 좋아요 미스트로도 뿌리기 좋아서 통에 담아두고 써용",5,,재구매,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-10 00:00:00.000,269259488
토니모리,"이전에 사용해보고 좋아서 재구매한 제품입니다
매일 사용해요
만족합니다",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-11 00:00:00.000,270986645
토니모리,"엄마가 겨울에 쓰기 좋다고 하셨어요 보습감도 짱짱라고 되게 순해요",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-09 00:00:00.000,266862112
토니모리,"용량이 엄청 많아서 오래오래 사용하고 있어요 샤워하고 바로 바르면 피부가 정말 부드러워집니다 ㅎㅎ",5,건성,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-09 00:00:00.000,266862182
토니모리,"콧물 스킨 중에선 가성비도 좋고 사용감도 조와서 세일하면 항상 쟁이고 있습니다",5,"건성, 쿨톤, 모공, 탄력",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-08 00:00:00.000,266862347
토니모리,"촉촉하고 가성비 있어서 조아요
근데 민감성이라 그런가 트러블이 오래가는 느낌이 있어요",4,"트러블성, 봄웜톤, 다크서클, 미백",,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-10 00:00:00.000,269536293
토니모리,"닦토용, 레이어링용으로 토니모리 모찌토너만한게 없어요 다른제품들은 너무 묽어서 별론데 이제품이 진짜 가성비 최고 짱짱이에요! 넘 촉촉하고 자극도 하나 없어요",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-07 00:00:00.000,265075623
토니모리,"정말 대용량이고 , 정말 촉촉하고 보습력 좋은 제품입니다. 건성피부에 제격이네요~ 팍팍 쓰기 좋아서 ㅎㅎ 만족합니다 ㅎㅎ",5,"건성, 봄웜톤, 탄력, 트러블",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-12 00:00:00.000,272364192
토니모리,"토너모찌고등학생중학생들을 추천합니다
여드름피부에 사용하면 좋아요
모찌토너바르기가너무편한함",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-08 00:00:00.000,265857505
토니모리,"순해서 자극도 없어요. 향은 레몬? 상큼한 냄새가 나고요.",5,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-16 00:00:00.000,278291931
토니모리,"속보습 채워주는 데 아주 좋고 화장하기 전에 써주면 챱챱해져서 화잘먹 피부 돼요!",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-16 00:00:00.000,278291949
토니모리,"물 제형은 아니구요 좀 점도가 있는 제형인데 겨울이나 환절기에 쓰기 좋을 거 같아요! 꾸준히 쓰면 촉촉하고 속건조에 좋아요",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-16 00:00:00.000,278291962
토니모리,"쓰면 진짜 피부가 쫀쫀해지고 하얘지는건 아닌데 약간 투명해짐",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-12 00:00:00.000,272438896
토니모리,"ㅁㅁㄷ ㄹㅈ 토너 섰었는데 겨울이라 좀 더 촉촉한 토너를 쓰고 싶어서 구매했어요. 양도 많고 그냥 물토너보단 확실히 보습감 느껴져서 겨울에 쓰기 괜찮은 거 같아요. 엄청 막 찐득한 제형은 아니라 부담없었어요. 무난 괜찮",5,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-13 00:00:00.000,274487604
토니모리,"이거는 진짜 사기템이에요 양도 많고 저렴하고 촉촉하고 건성분들 무조건 쓰세요",5,"건성, 쿨톤, 민감성",재구매,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-10 00:00:00.000,269365626
토니모리,"좋아요! 좋은 제품 잘 구매했어요! 만족합니다~~ 😉😉",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-15 00:00:00.000,277089427
토니모리,"이거 화장 잘먹어요 2만원 3만원 하는것보다 훨씬 좋아요 진짜",5,,한달이상사용,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-16 00:00:00.000,278718642
토니모리,"토너로 팩 하고싶어서 샀습니다 용량이 넉넉한게 아주 마음에 듭니다",5,,,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-16 00:00:00.000,278718651
토니모리,"진짜 좋아요 지성인데도 겨울만 되면 이제품만 씀. 찹토하면 얼굴촉촉해지구 화장도 잘먹음 거기다가 이가격? 안살이유없다",5,,한달이상사용,"{""피부타입"":""지성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-13 00:00:00.000,274384056
토니모리,"예전에 유명했던 제품인데 진짜 왜 유명했는지 다시 쓰면서 느껴요
수분감으로 찹찹 넣어주니까 겨울에 레이어드해서 토너 쓰기 딱 좋은 제품이고, 가격도 저렴해서 부담없이 몸에도 씁니다",5,,한달이상사용,"{""피부타입"":""지성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-13 00:00:00.000,274384069
토니모리,"모찌 라는 단어가 넘 잘 어울려요~ 물제형 토너 못 쓰는 건성에데 아주 보습력 좋은 토너입니다~ 또 사러 올게용",5,"건성, 쿨톤, 다크서클, 트러블",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-09 00:00:00.000,267349146
토니모리,"평소에도 토니모리 아이브로우 사용했는데 이번에는 스킨제품 구매해봤는데 양도 많고 사용하기에 부담 없어요.",5,,,"{""피부타입"":""지성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-13 00:00:00.000,274157735
토니모리,"제형이 좀 미끌거리는 느낌이긴한데 가볍게 바르기 괜찮아요!",5,"건성, 가을웜톤, 각질, 블랙헤드",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-11 00:00:00.000,271216042
토니모리,"이거 모르고 그 동안 겨울 어찌 살아왔나 모르겠어요
모찌라는 이름이 딱이에요 모찌모찌해져요",5,"건성, 여름쿨톤, 각질, 모공",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-12 00:00:00.000,271945455
토니모리,"예전부터 장바구니에 담아두고만 있었는데 작은 용량도 함께 주기에 냅다 구매했네요. 역시 꾸준히 인기가 있을만하네요. 세안 후 건조해진 피부에 촉촉함을 남겨주는 대용량 토너 점성이 있는것도 마음에 들어요.",5,"복합성, 봄웜톤, 다크서클, 미백",한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-11 00:00:00.000,270559442
토니모리,"지성인데도 겨울철 토너로 사용하기 좋아요 기름지지 않으면서 속보습 채워주는 느낌이고 바르고 바로 마르지 않아서 건조하지 않아서 좋아요",5,"복합성, 웜톤, 각질, 다크서클",한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-12 00:00:00.000,271945483
토니모리,"즉각적으로 수분 공급할 때 좋음. 팩토용으로 구입해서 화장솜에 묻혀 올려놓으면 금방 촉촉해짐.",5,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-09 00:00:00.000,268860000
토니모리,"이미 오래전부터 사용하고 있어요 가격이 점점올라 마음이 아프지만 다른 토너쓰다가 다시 찾게됨",5,,한달이상사용,"{""피부타입"":""지성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,263761661
토니모리,"좋아요! 주기적으로 구매해서 사용합니다~ 추천해요!!",5,"지성, 웜톤, 다크서클, 블랙헤드",,"{""피부타입"":""건성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-06 00:00:00.000,263762494
토니모리,"세라마이드 모찌토너라고 하는데 보습감이 오래가지않고 속보습도 그냥그래요",3,,한달이상사용,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""보통이에요""}",2025-01-12 00:00:00.000,273092015
토니모리,"스킨팩 하려고 샀는데 넘 쫀쫀하고 좋아용ㅁ!!!!!!!!",4,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""진정에 좋아요"",""자극도"":""보통이에요""}",2025-01-12 00:00:00.000,273093141
토니모리,"라네즈 크림스킨같은 제형이에요! 순하고 촉촉하고 용량도 넉넉해서 좋아요",5,,,"{""피부타입"":""복합성에 좋아요"",""피부고민"":""보습에 좋아요"",""자극도"":""자극없이 순해요""}",2025-01-12 00:00:00.000,273093494
